@relation german
@attribute CHK_ACCT {'<0','0<=X<200','>=200','unknown'}
@attribute DURATION real
@attribute HISTORY {'no credits taken','all credits at this bank paid back duly','existing credits paid back duly till now','delay in paying off in the past','critical account'}
@attribute PURPOSE {'EMPTY','NEW_CAR','USED_CAR','FURNITURE','RADIO/TV','EDUCATION','RETRAINING'}
@attribute AMOUNT real
@attribute SAV_ACCT {'<100','100<=X<500','500<=X<1000','>=1000','unknown'}
@attribute EMPLOYMENT {'unemployed','<1','1<=X<4','4<=X<7','>=7'}
@attribute INSTALL_RATE real
@attribute MARITIAL {'EMPTY','MALE_DIV','MALE_SINGLE','MALE_MAR'}
@attribute CO-APPLICANT { y , n }
@attribute GUARANTOR { y , n }
@attribute TIME_RES {'Dummy','<=1','1<X<=2','2<X<=3','>=4'}
@attribute REAL_ESTATE { y , n }
@attribute PROP_NONE { y , n }
@attribute AGE real
@attribute OTHER_INSTALL { y , n }
@attribute HOUSE {'EMPTY','RENT','OWN_RES'}
@attribute NUM_CREDITS real
@attribute JOB {'unemployed/ unskilled  - non-resident','unskilled - resident','skilled employee / official','management/ self-employed/highly qualified employee/ officer'}
@attribute NUM_DEPEND real
@attribute TELEPHONE { y , n }
@attribute FOREIGN { y , n }
@attribute class { good , bad }
@data
'0<=X<200',48,'all credits at this bank paid back duly','NEW_CAR',12169,'unknown','unemployed',4,MALE_SINGLE,y,n,'>=4',n,y,36,n,EMPTY,1,'management/ self-employed/highly qualified employee/ officer',1,y,n,good
'0<=X<200',48,'existing credits paid back duly till now','RADIO/TV',3060,'<100','4<=X<7',4,MALE_SINGLE,n,n,'>=4',y,n,28,n,OWN_RES,2,'skilled employee / official',1,n,n,bad
'<0',30,'existing credits paid back duly till now',EMPTY,11998,'<100','<1',1,MALE_DIV,n,n,'<=1',n,y,34,n,OWN_RES,1,'unskilled - resident',1,y,n,bad
'unknown',9,'existing credits paid back duly till now','RADIO/TV',2697,'<100','1<=X<4',1,MALE_SINGLE,n,n,'1<X<=2',y,n,32,n,OWN_RES,1,'skilled employee / official',2,n,n,good
'unknown',18,'critical account','RADIO/TV',2404,'<100','1<=X<4',2,EMPTY,n,n,'1<X<=2',n,n,26,n,OWN_RES,2,'skilled employee / official',1,n,n,good
'<0',12,'existing credits paid back duly till now','FURNITURE',1262,'unknown','>=7',2,MALE_DIV,n,n,'>=4',n,n,49,n,OWN_RES,1,'unskilled - resident',1,y,n,good
'unknown',6,'existing credits paid back duly till now','FURNITURE',4611,'<100','<1',1,EMPTY,n,n,'>=4',n,n,32,n,OWN_RES,1,'skilled employee / official',1,n,n,bad
'unknown',24,'existing credits paid back duly till now','RADIO/TV',1901,'100<=X<500','1<=X<4',4,MALE_SINGLE,n,n,'>=4',n,n,29,n,RENT,1,'management/ self-employed/highly qualified employee/ officer',1,y,n,good
'unknown',15,'critical account','USED_CAR',3368,'>=1000','>=7',3,MALE_SINGLE,n,n,'>=4',n,y,23,n,RENT,2,'skilled employee / official',1,y,n,good
'unknown',12,'existing credits paid back duly till now','FURNITURE',1574,'<100','1<=X<4',4,MALE_SINGLE,n,n,'1<X<=2',y,n,50,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'>=200',18,'all credits at this bank paid back duly','RADIO/TV',1445,'unknown','4<=X<7',4,MALE_SINGLE,n,n,'>=4',n,n,49,y,OWN_RES,1,'unskilled - resident',1,n,n,good
'unknown',15,'critical account','FURNITURE',1520,'unknown','>=7',4,MALE_SINGLE,n,n,'>=4',n,n,63,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'0<=X<200',24,'critical account','NEW_CAR',3878,'100<=X<500','<1',4,MALE_DIV,n,n,'1<X<=2',n,n,37,n,OWN_RES,1,'skilled employee / official',1,y,n,good
'<0',47,'existing credits paid back duly till now','NEW_CAR',10722,'<100','<1',1,EMPTY,n,n,'<=1',y,n,35,n,OWN_RES,1,'unskilled - resident',1,y,n,good
'<0',48,'existing credits paid back duly till now','USED_CAR',4788,'<100','4<=X<7',4,MALE_SINGLE,n,n,'2<X<=3',n,n,26,n,OWN_RES,1,'skilled employee / official',2,n,n,good
'0<=X<200',48,'delay in paying off in the past',EMPTY,7582,'100<=X<500','unemployed',2,MALE_SINGLE,n,n,'>=4',n,y,31,n,EMPTY,1,'management/ self-employed/highly qualified employee/ officer',1,y,n,good
'0<=X<200',12,'existing credits paid back duly till now','RADIO/TV',1092,'<100','1<=X<4',4,EMPTY,n,y,'>=4',y,n,49,n,OWN_RES,2,'skilled employee / official',1,y,n,good
'<0',24,'delay in paying off in the past','RADIO/TV',1024,'<100','<1',4,MALE_MAR,n,n,'>=4',y,n,48,y,OWN_RES,1,'skilled employee / official',1,n,n,bad
'unknown',12,'existing credits paid back duly till now','RETRAINING',1076,'<100','1<=X<4',2,MALE_MAR,n,n,'1<X<=2',y,n,26,n,OWN_RES,1,'skilled employee / official',1,y,y,good
'0<=X<200',36,'existing credits paid back duly till now','USED_CAR',9398,'<100','<1',1,MALE_MAR,n,n,'>=4',n,n,28,n,RENT,1,'management/ self-employed/highly qualified employee/ officer',1,y,n,bad
'<0',24,'critical account','USED_CAR',6419,'<100','>=7',2,EMPTY,n,n,'>=4',n,y,44,n,EMPTY,2,'management/ self-employed/highly qualified employee/ officer',2,y,n,good
'>=200',42,'critical account','USED_CAR',4796,'<100','>=7',4,MALE_SINGLE,n,n,'>=4',n,y,56,n,EMPTY,1,'skilled employee / official',1,n,n,good
'unknown',48,'critical account','RETRAINING',7629,'unknown','>=7',4,MALE_DIV,n,n,'1<X<=2',n,n,46,y,OWN_RES,2,'management/ self-employed/highly qualified employee/ officer',2,n,n,good
'0<=X<200',48,'existing credits paid back duly till now','FURNITURE',9960,'<100','<1',1,EMPTY,n,n,'1<X<=2',n,n,26,n,OWN_RES,1,'skilled employee / official',1,y,n,bad
'unknown',12,'existing credits paid back duly till now','USED_CAR',4675,'unknown','<1',1,EMPTY,n,n,'>=4',n,n,20,n,RENT,1,'skilled employee / official',1,n,n,good
'unknown',10,'existing credits paid back duly till now','NEW_CAR',1287,'unknown','>=7',4,MALE_SINGLE,y,n,'1<X<=2',n,n,45,n,OWN_RES,1,'unskilled - resident',1,n,y,good
'unknown',18,'existing credits paid back duly till now','FURNITURE',2515,'<100','1<=X<4',3,MALE_SINGLE,n,n,'>=4',y,n,43,n,OWN_RES,1,'skilled employee / official',1,y,n,good
'0<=X<200',21,'critical account','FURNITURE',2745,'>=1000','4<=X<7',3,MALE_SINGLE,n,n,'1<X<=2',n,n,32,n,OWN_RES,2,'skilled employee / official',1,y,n,good
'unknown',6,'existing credits paid back duly till now','NEW_CAR',672,'<100','unemployed',1,EMPTY,n,n,'>=4',y,n,54,n,OWN_RES,1,'unemployed/ unskilled  - non-resident',1,y,n,good
'0<=X<200',36,'no credits taken','RADIO/TV',3804,'<100','1<=X<4',4,EMPTY,n,n,'<=1',n,n,42,n,OWN_RES,1,'skilled employee / official',1,y,n,bad
'>=200',24,'critical account','NEW_CAR',1344,'unknown','4<=X<7',4,MALE_SINGLE,n,n,'1<X<=2',y,n,37,y,OWN_RES,2,'unskilled - resident',2,n,n,bad
'<0',10,'critical account','NEW_CAR',1038,'<100','4<=X<7',4,MALE_SINGLE,y,n,'2<X<=3',n,n,49,n,OWN_RES,2,'skilled employee / official',1,y,n,good
'unknown',48,'critical account','NEW_CAR',10127,'500<=X<1000','1<=X<4',2,MALE_SINGLE,n,n,'1<X<=2',n,y,44,y,EMPTY,1,'skilled employee / official',1,n,n,bad
'unknown',6,'existing credits paid back duly till now','FURNITURE',1543,'>=1000','1<=X<4',4,MALE_DIV,n,n,'1<X<=2',y,n,33,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'unknown',30,'existing credits paid back duly till now','USED_CAR',4811,'unknown','4<=X<7',2,EMPTY,n,n,'>=4',n,n,24,y,RENT,1,'unskilled - resident',1,n,n,good
'<0',12,'existing credits paid back duly till now','RADIO/TV',727,'100<=X<500','<1',4,MALE_MAR,n,n,'2<X<=3',n,y,33,n,OWN_RES,1,'unskilled - resident',1,y,n,bad
'0<=X<200',8,'existing credits paid back duly till now','FURNITURE',1237,'<100','1<=X<4',3,EMPTY,n,n,'>=4',y,n,24,n,OWN_RES,1,'skilled employee / official',1,n,n,bad
'0<=X<200',9,'existing credits paid back duly till now','NEW_CAR',276,'<100','1<=X<4',4,MALE_MAR,n,n,'>=4',y,n,22,n,RENT,1,'unskilled - resident',1,n,n,good
'0<=X<200',48,'existing credits paid back duly till now',EMPTY,5381,'unknown','unemployed',3,MALE_SINGLE,n,n,'>=4',n,y,40,y,EMPTY,1,'unemployed/ unskilled  - non-resident',1,y,n,good
'unknown',24,'existing credits paid back duly till now','FURNITURE',5511,'100<=X<500','1<=X<4',4,MALE_SINGLE,n,n,'<=1',n,n,25,y,OWN_RES,1,'skilled employee / official',1,n,n,good
'>=200',24,'existing credits paid back duly till now','FURNITURE',3749,'<100','<1',2,EMPTY,n,n,'>=4',n,n,26,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'0<=X<200',12,'existing credits paid back duly till now','NEW_CAR',685,'<100','4<=X<7',2,MALE_MAR,n,n,'2<X<=3',n,n,25,y,OWN_RES,1,'unskilled - resident',1,n,n,bad
'>=200',4,'existing credits paid back duly till now','NEW_CAR',1494,'unknown','<1',1,MALE_SINGLE,n,n,'1<X<=2',y,n,29,n,OWN_RES,1,'unskilled - resident',2,n,y,good
'<0',36,'all credits at this bank paid back duly','FURNITURE',2746,'<100','>=7',4,MALE_SINGLE,n,n,'>=4',n,n,31,y,OWN_RES,1,'skilled employee / official',1,n,n,bad
'<0',12,'existing credits paid back duly till now','FURNITURE',708,'<100','1<=X<4',2,MALE_SINGLE,n,y,'2<X<=3',n,n,38,n,OWN_RES,1,'unskilled - resident',2,n,n,good
'0<=X<200',24,'existing credits paid back duly till now','FURNITURE',4351,'unknown','1<=X<4',1,EMPTY,n,n,'>=4',n,n,48,n,OWN_RES,1,'unskilled - resident',1,y,n,good
'unknown',12,'critical account','EDUCATION',701,'<100','1<=X<4',4,MALE_SINGLE,n,n,'1<X<=2',n,n,32,n,OWN_RES,2,'skilled employee / official',1,n,n,good
'<0',15,'delay in paying off in the past','FURNITURE',3643,'<100','>=7',1,EMPTY,n,n,'>=4',n,n,27,n,OWN_RES,2,'unskilled - resident',1,n,n,good
'0<=X<200',30,'critical account','NEW_CAR',4249,'<100','unemployed',4,MALE_MAR,n,n,'1<X<=2',n,n,28,n,OWN_RES,2,'management/ self-employed/highly qualified employee/ officer',1,n,n,bad
'<0',24,'existing credits paid back duly till now','RADIO/TV',1938,'<100','<1',4,MALE_DIV,n,n,'2<X<=3',n,n,32,n,OWN_RES,1,'skilled employee / official',1,n,n,bad
'<0',24,'existing credits paid back duly till now','USED_CAR',2910,'<100','4<=X<7',2,MALE_SINGLE,n,n,'<=1',n,y,34,n,EMPTY,1,'management/ self-employed/highly qualified employee/ officer',1,y,n,good
'<0',18,'existing credits paid back duly till now','FURNITURE',2659,'>=1000','1<=X<4',4,MALE_SINGLE,n,n,'1<X<=2',n,n,28,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'unknown',18,'critical account','NEW_CAR',1028,'<100','1<=X<4',4,EMPTY,n,n,'2<X<=3',y,n,36,n,OWN_RES,2,'skilled employee / official',1,n,n,good
'<0',8,'critical account','NEW_CAR',3398,'<100','4<=X<7',1,MALE_SINGLE,n,n,'>=4',y,n,39,n,OWN_RES,2,'unskilled - resident',1,n,y,good
'unknown',12,'critical account','FURNITURE',5801,'unknown','>=7',2,MALE_SINGLE,n,n,'>=4',n,n,49,n,RENT,1,'skilled employee / official',1,y,n,good
'unknown',24,'existing credits paid back duly till now','NEW_CAR',1525,'>=1000','4<=X<7',4,EMPTY,n,n,'2<X<=3',n,n,34,n,OWN_RES,1,'skilled employee / official',2,y,n,good
'>=200',36,'existing credits paid back duly till now','RADIO/TV',4473,'<100','>=7',4,MALE_SINGLE,n,n,'1<X<=2',n,n,31,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'0<=X<200',6,'existing credits paid back duly till now','RADIO/TV',1068,'<100','>=7',4,MALE_SINGLE,n,n,'>=4',n,n,28,n,OWN_RES,1,'skilled employee / official',2,n,n,good
'<0',24,'critical account','USED_CAR',6615,'<100','unemployed',2,MALE_SINGLE,n,n,'>=4',n,y,75,n,EMPTY,2,'management/ self-employed/highly qualified employee/ officer',1,y,n,good
'unknown',18,'critical account','EDUCATION',1864,'100<=X<500','1<=X<4',4,EMPTY,n,n,'1<X<=2',y,n,30,n,OWN_RES,2,'skilled employee / official',1,n,n,bad
'0<=X<200',60,'existing credits paid back duly till now','NEW_CAR',7408,'100<=X<500','<1',4,EMPTY,n,n,'1<X<=2',n,n,24,n,OWN_RES,1,'management/ self-employed/highly qualified employee/ officer',1,n,n,bad
'unknown',48,'critical account','USED_CAR',11590,'100<=X<500','1<=X<4',2,EMPTY,n,n,'>=4',n,n,24,y,RENT,2,'unskilled - resident',1,n,n,bad
'<0',24,'no credits taken','FURNITURE',4110,'<100','>=7',3,MALE_SINGLE,n,n,'>=4',n,y,23,y,RENT,2,'skilled employee / official',2,n,n,bad
'<0',6,'critical account','FURNITURE',3384,'<100','1<=X<4',1,MALE_DIV,n,n,'>=4',y,n,44,n,RENT,1,'management/ self-employed/highly qualified employee/ officer',1,y,n,bad
'0<=X<200',13,'existing credits paid back duly till now','RADIO/TV',2101,'<100','<1',2,EMPTY,n,y,'>=4',n,n,23,n,OWN_RES,1,'unskilled - resident',1,n,n,good
'<0',15,'existing credits paid back duly till now',EMPTY,1275,'unknown','1<=X<4',4,EMPTY,n,n,'1<X<=2',n,n,24,n,RENT,1,'skilled employee / official',1,n,n,bad
'<0',24,'existing credits paid back duly till now','FURNITURE',4169,'<100','1<=X<4',4,MALE_SINGLE,n,n,'>=4',n,n,28,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'0<=X<200',10,'existing credits paid back duly till now','FURNITURE',1521,'<100','1<=X<4',4,MALE_DIV,n,n,'1<X<=2',n,n,31,n,OWN_RES,1,'unskilled - resident',1,n,n,good
'0<=X<200',24,'critical account','EDUCATION',5743,'<100','<1',2,EMPTY,n,n,'>=4',n,y,24,n,EMPTY,2,'skilled employee / official',1,y,n,good
'<0',21,'existing credits paid back duly till now','FURNITURE',3599,'<100','4<=X<7',1,EMPTY,n,n,'>=4',n,n,26,n,RENT,1,'unskilled - resident',1,n,n,good
'0<=X<200',18,'existing credits paid back duly till now','RADIO/TV',3213,'500<=X<1000','<1',1,MALE_MAR,n,n,'2<X<=3',y,n,25,n,RENT,1,'skilled employee / official',1,n,n,good
'0<=X<200',18,'existing credits paid back duly till now','RETRAINING',4439,'<100','>=7',1,MALE_SINGLE,y,n,'<=1',y,n,33,y,OWN_RES,1,'management/ self-employed/highly qualified employee/ officer',1,y,n,good
'>=200',10,'existing credits paid back duly till now','NEW_CAR',3949,'<100','<1',1,MALE_SINGLE,n,y,'<=1',n,n,37,n,OWN_RES,1,'unskilled - resident',2,n,n,good
'unknown',15,'critical account','RADIO/TV',1459,'<100','1<=X<4',4,EMPTY,n,n,'1<X<=2',n,n,43,n,OWN_RES,1,'unskilled - resident',1,n,n,good
'0<=X<200',13,'critical account','RADIO/TV',882,'<100','<1',4,MALE_SINGLE,n,y,'>=4',y,n,23,n,OWN_RES,2,'skilled employee / official',1,n,n,good
'0<=X<200',24,'existing credits paid back duly till now','RADIO/TV',3758,'500<=X<1000','unemployed',1,EMPTY,n,n,'>=4',n,y,23,n,RENT,1,'unemployed/ unskilled  - non-resident',1,n,n,good
'unknown',6,'delay in paying off in the past','RETRAINING',1743,'100<=X<500','1<=X<4',1,MALE_SINGLE,n,n,'1<X<=2',y,n,34,n,OWN_RES,2,'unskilled - resident',1,n,n,good
'0<=X<200',9,'critical account','EDUCATION',1136,'>=1000','>=7',4,MALE_SINGLE,n,n,'2<X<=3',n,y,32,n,EMPTY,2,'skilled employee / official',2,n,n,bad
'unknown',9,'existing credits paid back duly till now',EMPTY,1236,'<100','<1',1,EMPTY,n,n,'>=4',y,n,23,n,RENT,1,'skilled employee / official',1,y,n,good
'0<=X<200',9,'existing credits paid back duly till now','FURNITURE',959,'<100','1<=X<4',1,EMPTY,n,n,'1<X<=2',n,n,29,n,OWN_RES,1,'skilled employee / official',1,n,y,bad
'unknown',18,'critical account','USED_CAR',3229,'unknown','unemployed',2,MALE_SINGLE,n,n,'>=4',n,y,38,n,OWN_RES,1,'management/ self-employed/highly qualified employee/ officer',1,y,n,good
'<0',12,'no credits taken','RADIO/TV',6199,'<100','1<=X<4',4,MALE_SINGLE,n,n,'1<X<=2',n,n,28,n,RENT,2,'skilled employee / official',1,y,n,bad
'unknown',10,'existing credits paid back duly till now','EDUCATION',727,'500<=X<1000','>=7',4,MALE_SINGLE,n,n,'>=4',n,y,46,n,EMPTY,1,'skilled employee / official',1,y,n,good
'0<=X<200',24,'existing credits paid back duly till now','NEW_CAR',1246,'<100','<1',4,MALE_SINGLE,n,n,'1<X<=2',y,n,23,y,OWN_RES,1,'unskilled - resident',1,n,n,bad
'unknown',12,'critical account','RADIO/TV',2331,'unknown','>=7',1,MALE_SINGLE,y,n,'>=4',y,n,49,n,OWN_RES,1,'skilled employee / official',1,y,n,good
'unknown',36,'delay in paying off in the past','RADIO/TV',4463,'<100','1<=X<4',4,MALE_SINGLE,n,n,'1<X<=2',n,n,26,n,OWN_RES,2,'management/ self-employed/highly qualified employee/ officer',1,y,n,bad
'unknown',12,'existing credits paid back duly till now','RADIO/TV',776,'<100','1<=X<4',4,MALE_MAR,n,n,'1<X<=2',y,n,28,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'<0',30,'existing credits paid back duly till now','FURNITURE',2406,'<100','4<=X<7',4,EMPTY,n,n,'>=4',y,n,23,n,RENT,1,'skilled employee / official',1,n,n,bad
'0<=X<200',18,'existing credits paid back duly till now','EDUCATION',1239,'unknown','1<=X<4',4,MALE_SINGLE,n,n,'>=4',n,y,61,n,EMPTY,1,'skilled employee / official',1,n,n,good
'>=200',12,'existing credits paid back duly till now','RADIO/TV',3399,'unknown','>=7',2,MALE_SINGLE,n,n,'2<X<=3',n,n,37,n,OWN_RES,1,'management/ self-employed/highly qualified employee/ officer',1,n,n,good
'>=200',12,'delay in paying off in the past','NEW_CAR',2247,'<100','1<=X<4',2,EMPTY,n,n,'1<X<=2',n,n,36,y,OWN_RES,2,'skilled employee / official',1,y,n,good
'unknown',6,'existing credits paid back duly till now','FURNITURE',1766,'<100','1<=X<4',1,MALE_MAR,n,n,'1<X<=2',n,n,21,n,RENT,1,'skilled employee / official',1,n,n,good
'<0',18,'existing credits paid back duly till now','FURNITURE',2473,'<100','unemployed',4,MALE_SINGLE,n,n,'<=1',n,n,25,n,OWN_RES,1,'unemployed/ unskilled  - non-resident',1,n,n,bad
'unknown',12,'existing credits paid back duly till now','RETRAINING',1542,'<100','4<=X<7',2,MALE_SINGLE,n,n,'>=4',n,n,36,n,OWN_RES,1,'skilled employee / official',1,y,n,good
'unknown',18,'critical account','USED_CAR',3850,'<100','4<=X<7',3,MALE_SINGLE,n,n,'<=1',n,n,27,n,OWN_RES,2,'skilled employee / official',1,n,n,good
'<0',18,'existing credits paid back duly till now','FURNITURE',3650,'<100','<1',1,EMPTY,n,n,'>=4',n,n,22,n,RENT,1,'skilled employee / official',1,n,n,good
'<0',36,'existing credits paid back duly till now','FURNITURE',3446,'<100','>=7',4,MALE_SINGLE,n,n,'1<X<=2',n,n,42,n,OWN_RES,1,'skilled employee / official',2,n,n,bad
'0<=X<200',18,'existing credits paid back duly till now','FURNITURE',3001,'<100','4<=X<7',2,EMPTY,n,n,'>=4',y,n,40,n,RENT,1,'skilled employee / official',1,n,n,good
'unknown',36,'existing credits paid back duly till now','NEW_CAR',3079,'unknown','1<=X<4',4,MALE_SINGLE,n,n,'>=4',y,n,36,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'unknown',18,'critical account','RADIO/TV',6070,'<100','>=7',3,MALE_SINGLE,n,n,'>=4',n,n,33,n,OWN_RES,2,'skilled employee / official',1,y,n,good
'unknown',10,'critical account','FURNITURE',2146,'<100','<1',1,EMPTY,n,n,'2<X<=3',y,n,23,n,RENT,2,'skilled employee / official',1,n,n,good
'unknown',60,'critical account','NEW_CAR',13756,'unknown','>=7',2,MALE_SINGLE,n,n,'>=4',n,y,63,y,EMPTY,1,'management/ self-employed/highly qualified employee/ officer',1,y,n,good
'0<=X<200',60,'all credits at this bank paid back duly',EMPTY,14782,'100<=X<500','>=7',3,EMPTY,n,n,'>=4',n,y,60,y,EMPTY,2,'management/ self-employed/highly qualified employee/ officer',1,y,n,bad
'<0',48,'all credits at this bank paid back duly','RETRAINING',7685,'<100','4<=X<7',2,EMPTY,n,y,'>=4',n,n,37,n,RENT,1,'skilled employee / official',1,n,n,bad
'unknown',18,'delay in paying off in the past','RADIO/TV',2320,'<100','unemployed',2,MALE_MAR,n,n,'2<X<=3',y,n,34,n,OWN_RES,2,'skilled employee / official',1,n,n,good
'unknown',7,'delay in paying off in the past','RADIO/TV',846,'unknown','>=7',3,MALE_SINGLE,n,n,'>=4',n,y,36,n,EMPTY,1,'skilled employee / official',1,n,n,good
'0<=X<200',36,'existing credits paid back duly till now','NEW_CAR',14318,'<100','>=7',4,MALE_SINGLE,n,n,'1<X<=2',n,y,57,n,EMPTY,1,'management/ self-employed/highly qualified employee/ officer',1,y,n,bad
'unknown',6,'critical account','NEW_CAR',362,'100<=X<500','1<=X<4',4,EMPTY,n,n,'>=4',n,n,52,n,OWN_RES,2,'unskilled - resident',1,n,n,good
'<0',20,'existing credits paid back duly till now','FURNITURE',2212,'unknown','4<=X<7',4,MALE_SINGLE,n,n,'>=4',n,n,39,n,OWN_RES,1,'skilled employee / official',1,y,n,good
'0<=X<200',18,'existing credits paid back duly till now','USED_CAR',12976,'<100','unemployed',3,EMPTY,n,n,'>=4',n,y,38,n,EMPTY,1,'management/ self-employed/highly qualified employee/ officer',1,y,n,bad
'unknown',22,'existing credits paid back duly till now','NEW_CAR',1283,'unknown','4<=X<7',4,EMPTY,n,n,'>=4',n,n,25,n,RENT,1,'skilled employee / official',1,n,n,good
'>=200',12,'existing credits paid back duly till now','NEW_CAR',1330,'<100','<1',4,MALE_SINGLE,n,n,'<=1',y,n,26,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'unknown',30,'delay in paying off in the past','RETRAINING',4272,'100<=X<500','1<=X<4',2,MALE_SINGLE,n,n,'1<X<=2',n,n,26,n,OWN_RES,2,'unskilled - resident',1,n,n,good
'unknown',18,'critical account','RADIO/TV',2238,'<100','1<=X<4',2,EMPTY,n,n,'<=1',n,n,25,n,OWN_RES,2,'skilled employee / official',1,n,n,good
'unknown',18,'existing credits paid back duly till now','RADIO/TV',1126,'unknown','<1',4,EMPTY,n,n,'1<X<=2',y,n,21,n,RENT,1,'skilled employee / official',1,y,n,good
'0<=X<200',18,'critical account','FURNITURE',7374,'<100','unemployed',4,MALE_SINGLE,n,n,'>=4',n,n,40,y,OWN_RES,2,'management/ self-employed/highly qualified employee/ officer',1,y,n,good
'0<=X<200',15,'critical account','RETRAINING',2326,'500<=X<1000','1<=X<4',2,MALE_SINGLE,n,n,'>=4',n,n,27,y,OWN_RES,1,'skilled employee / official',1,n,n,good
'unknown',9,'existing credits paid back duly till now','RETRAINING',1449,'<100','4<=X<7',3,EMPTY,n,n,'1<X<=2',n,n,27,n,OWN_RES,2,'skilled employee / official',1,n,n,good
'unknown',18,'existing credits paid back duly till now','NEW_CAR',1820,'<100','1<=X<4',2,MALE_MAR,n,n,'1<X<=2',n,n,30,n,OWN_RES,1,'management/ self-employed/highly qualified employee/ officer',1,y,n,good
'0<=X<200',12,'existing credits paid back duly till now','FURNITURE',983,'>=1000','<1',1,EMPTY,n,n,'>=4',y,n,19,n,RENT,1,'unskilled - resident',1,n,n,good
'<0',36,'existing credits paid back duly till now','NEW_CAR',3249,'<100','4<=X<7',2,MALE_SINGLE,n,n,'>=4',n,y,39,y,EMPTY,1,'management/ self-employed/highly qualified employee/ officer',2,y,n,good
'<0',6,'critical account','RADIO/TV',1957,'<100','4<=X<7',1,EMPTY,n,n,'>=4',n,n,31,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'unknown',9,'critical account','FURNITURE',2406,'<100','unemployed',2,MALE_SINGLE,n,n,'2<X<=3',n,n,31,n,OWN_RES,1,'management/ self-employed/highly qualified employee/ officer',1,n,n,good
'0<=X<200',39,'delay in paying off in the past','EDUCATION',11760,'100<=X<500','4<=X<7',2,MALE_SINGLE,n,n,'2<X<=3',n,y,32,n,RENT,1,'skilled employee / official',1,y,n,good
'<0',12,'existing credits paid back duly till now','FURNITURE',2578,'<100','unemployed',3,EMPTY,n,n,'>=4',n,y,55,n,EMPTY,1,'management/ self-employed/highly qualified employee/ officer',1,n,n,good
'<0',36,'critical account','FURNITURE',2348,'<100','1<=X<4',3,MALE_MAR,n,n,'1<X<=2',n,n,46,n,OWN_RES,2,'skilled employee / official',1,y,n,good
'0<=X<200',12,'existing credits paid back duly till now','NEW_CAR',1223,'<100','>=7',1,MALE_DIV,n,n,'<=1',y,n,46,n,RENT,2,'skilled employee / official',1,n,n,bad
'unknown',24,'critical account','RADIO/TV',1516,'>=1000','1<=X<4',4,EMPTY,n,n,'<=1',y,n,43,n,OWN_RES,2,'unskilled - resident',1,n,n,good
'unknown',18,'existing credits paid back duly till now','RADIO/TV',1473,'<100','<1',3,MALE_MAR,n,n,'>=4',y,n,39,n,OWN_RES,1,'skilled employee / official',1,y,n,good
'0<=X<200',18,'critical account','RETRAINING',1887,'unknown','1<=X<4',4,MALE_MAR,n,n,'>=4',y,n,28,y,OWN_RES,2,'skilled employee / official',1,n,n,good
'unknown',24,'delay in paying off in the past','RETRAINING',8648,'<100','<1',2,MALE_SINGLE,n,n,'1<X<=2',n,n,27,y,OWN_RES,2,'skilled employee / official',1,y,n,bad
'unknown',14,'delay in paying off in the past','NEW_CAR',802,'<100','1<=X<4',4,MALE_SINGLE,n,n,'1<X<=2',n,n,27,n,OWN_RES,2,'unskilled - resident',1,n,n,good
'0<=X<200',18,'delay in paying off in the past','NEW_CAR',2899,'unknown','>=7',4,MALE_SINGLE,n,n,'>=4',n,n,43,n,OWN_RES,1,'skilled employee / official',2,n,n,good
'0<=X<200',24,'existing credits paid back duly till now','RADIO/TV',2039,'<100','<1',1,MALE_MAR,n,n,'<=1',n,n,22,n,OWN_RES,1,'skilled employee / official',1,y,n,bad
'unknown',24,'critical account','USED_CAR',2197,'unknown','4<=X<7',4,MALE_SINGLE,n,n,'>=4',n,n,43,n,OWN_RES,2,'skilled employee / official',2,y,n,good
'<0',15,'existing credits paid back duly till now','RADIO/TV',1053,'<100','<1',4,MALE_MAR,n,n,'1<X<=2',y,n,27,n,OWN_RES,1,'skilled employee / official',1,n,y,good
'unknown',24,'existing credits paid back duly till now','RADIO/TV',3235,'500<=X<1000','>=7',3,MALE_DIV,n,n,'1<X<=2',n,n,26,n,OWN_RES,1,'management/ self-employed/highly qualified employee/ officer',1,y,n,good
'>=200',12,'critical account','NEW_CAR',939,'500<=X<1000','4<=X<7',4,MALE_MAR,n,n,'1<X<=2',y,n,28,n,OWN_RES,3,'skilled employee / official',1,y,n,bad
'0<=X<200',24,'existing credits paid back duly till now','RADIO/TV',1967,'<100','>=7',4,EMPTY,n,n,'>=4',n,n,20,n,OWN_RES,1,'skilled employee / official',1,y,n,good
'unknown',33,'critical account','USED_CAR',7253,'<100','4<=X<7',3,MALE_SINGLE,n,n,'1<X<=2',n,n,35,n,OWN_RES,2,'management/ self-employed/highly qualified employee/ officer',1,y,n,good
